"TIEMPO" "VIRUS" "CULTIVO" "GRADOS"
"60" 18 120.267683386803 "basico" 0.617253821194172
"61" 19 125.147157311440 "basico" 0.867784813046455
"62" 20 143.600819587708 "basico" 0.567218341827393
"63" 21 145.693924188614 "basico" 0.721809469461441
"64" 22 127.855295181274 "basico" 0.580177791118622
"65" 23 159.611135244370 "basico" 0.794113693609834
"66" 24 149.802908003330 "basico" 0.732138358056545
"67" 25 141.356117010117 "basico" 0.745430719256401
"68" 26 149.893626704812 "basico" 0.815230856016278
"69" 27 165.379157304764 "basico" 0.795631368160248
"70" 28 167.367598533630 "basico" 0.864201942682266
"71" 29 138.742341995239 "basico" 0.713209879398346
"72" 30 180.098510265350 "basico" 0.924200870990753
"73" 31 161.565361380577 "basico" 0.906579985022545
"74" 32 173.624339044094 "basico" 0.934343194663525
"75" 33 171.189774394035 "basico" 0.694140285849571
"76" 34 160.955116748810 "basico" 0.930174148082733
"77" 35 186.702523112297 "basico" 0.86256570160389
"78" 36 176.246033966541 "basico" 0.786956727802753
"79" 37 174.963221788406 "basico" 0.867606325149536
"80" 38 167.114992856979 "basico" 0.74970832824707
"81" 39 197.630754113197 "basico" 0.84452089369297
"82" 40 188.857695639133 "basico" 0.868460820019245
"83" 41 187.698361039162 "basico" 1.05243109047413
"84" 42 190.346380710602 "basico" 0.844702656269073
"85" 43 181.550538063049 "basico" 0.919904392808676
"86" 44 200.238673985004 "basico" 0.92585404664278
"87" 45 188.378079414368 "basico" 0.936417131647468
"88" 46 193.783238887787 "basico" 0.855841677188873
"89" 47 217.741298913956 "basico" 1.26344338774681
"90" 48 224.092673778534 "basico" 0.98913783788681
"91" 49 214.364159107208 "basico" 1.14570463895798
"92" 50 226.820938169956 "basico" 1.04371671468019
"93" 2 95.8414318561554 "basico" 0.434265674352646
"94" 3 82.765822827816 "basico" 0.332060637176037
"95" 4 92.397848367691 "basico" 0.459433964081109
"96" 5 74.6636323928833 "basico" 0.443484970331192
"97" 6 80.6361935138702 "basico" 0.241195856332779
"98" 7 83.6702110767365 "basico" 0.419669564608484
"99" 8 94.7388076484203 "basico" 0.497447311729193
"100" 9 102.603707015514 "basico" 0.429548607766628
"101" 1 140.455967760086 "neutro" 0.509180935144424
"102" 2 169.763329410553 "neutro" 0.687807267189026
"103" 3 161.788475894928 "neutro" 0.555651693324248
"104" 4 138.58433303833 "neutro" 0.440805393874645
"105" 5 130.687095880508 "neutro" 0.529397512674332
"106" 6 145.925649142265 "neutro" 0.507322382052739
"107" 7 142.28706484437 "neutro" 0.360132527530193
"108" 8 128.324561977386 "neutro" 0.377599361419678
"109" 9 147.706200695038 "neutro" 0.562227979024251
"110" 10 134.189378529787 "neutro" 0.282304022411505
"111" 11 129.503905868530 "neutro" 0.490727027575175
"112" 12 148.91917886734 "neutro" 0.50842197321852
"113" 13 140.741247081757 "neutro" 0.539830559968948
"114" 14 133.814244183153 "neutro" 0.608928461578985
"115" 15 141.934380292892 "neutro" 0.399007418950399
"116" 16 148.826881504059 "neutro" 0.541213977853457
"117" 17 131.534161412716 "neutro" 0.563890734791756
"118" 18 118.056474351883 "neutro" 0.39332667316962
"119" 19 129.283668494225 "neutro" 0.410943746387958
"120" 20 143.905172705650 "neutro" 0.417184499104818
"121" 21 132.252600705624 "neutro" 0.424535064121087
"122" 22 122.962174081802 "neutro" 0.346737264474233
"123" 23 135.192097032070 "neutro" 0.410774665753047
"124" 24 143.770526385307 "neutro" 0.535293757041295
"125" 25 130.936413764954 "neutro" 0.360586344401042
"126" 26 140.447931861877 "neutro" 0.545482577800751
"127" 27 152.172997975349 "neutro" 0.520998628715674
"128" 28 148.201867574453 "neutro" 0.559420427461465
"129" 29 155.809232866764 "neutro" 0.514176284814874
"130" 30 161.32332777977 "neutro" 0.384928011099497
"131" 31 135.361036396027 "neutro" 0.434284023563067
"132" 32 159.999764019251 "neutro" 0.710652514477571
"133" 33 162.272977793217 "neutro" 0.620370451490084
"134" 34 171.973155355454 "neutro" 0.520361603021622
"135" 35 174.721842914820 "neutro" 0.591731747190158
"136" 36 186.308678483963 "neutro" 0.433628742218018
"137" 37 166.278827810287 "neutro" 0.568072534183661
"138" 38 184.777892971039 "neutro" 0.620624614735444
"139" 39 193.957744097710 "neutro" 0.494789935668310
"140" 40 200.057000875473 "neutro" 0.670136732558409
"141" 41 215.085061645508 "neutro" 0.525651017347972
"142" 42 194.838112735748 "neutro" 0.619908869743347
"143" 43 217.507875585556 "neutro" 0.602853026072184
"144" 44 219.859756326675 "neutro" 0.687764801899592
"145" 45 223.896896339953 "neutro" 0.878505192523201
"146" 46 244.798609828949 "neutro" 0.965023715019226
"147" 47 234.512352013588 "neutro" 0.785396672790249
"148" 48 237.711528742313 "neutro" 0.84751506515344
"149" 49 234.112415647507 "neutro" 0.812484080712
"150" 50 259.346591293812 "neutro" 0.951591074665388
